vehicle_ms,server_ms,ta_ms,total_ms,server::derive_service_key,server::establish_internal_channel,server::establish_internal_channel_with_ecs,server::issue_service_challenge,server::prepare_aas_and_token,server::process_task,server::verify_access_request,server::verify_offload_packet,ta::issue_registration_shares,vehicle::build_offload_packet,vehicle::derive_service_key,vehicle::generate_access_request,vehicle::request_registration,vehicle::respond_service_challenge,trial,task_type,task_size
0.32629999999933545,199.32139999999967,0.28810000000056846,199.93579999999957,0.0037999999999982492,0.006700000000137152,0.006499999999576289,0.004600000000465343,0.2120999999997153,198.74800000000016,0.3370000000000317,0.00269999999957804,0.28810000000056846,0.00830000000018316,0.0065999999998567205,0.15919999999969292,0.1499999999996504,0.00219999999995224,19,VIDEO_ANALYSIS,64
0.4288000000016723,197.88159999999877,0.17049999999940724,198.48089999999985,0.0035999999994373866,0.005100000000091143,0.006899999999809836,0.004699999999857596,0.18269999999986908,197.3349999999998,0.3412000000002635,0.0023999999996249244,0.17049999999940724,0.00830000000018316,0.005600000000605121,0.19130000000000535,0.22150000000031866,0.0021000000005599873,20,VIDEO_ANALYSIS,64
0.3063000000000926,200.61029999999926,0.17300000000020077,201.08959999999954,0.0033999999997647024,0.006199999999623174,0.006100000000230921,0.005200000000371574,0.18229999999963553,200.07299999999972,0.332000000000221,0.002099999999671809,0.17300000000020077,0.008000000000230045,0.005799999999389627,0.15849999999950626,0.1322000000003598,0.0018000000006068717,21,VIDEO_ANALYSIS,64
0.3347000000006872,201.77079999999938,0.1660000000001105,202.27150000000017,0.0037999999999982492,0.005300000000652005,0.0065999999998567205,0.005499999999436511,0.18660000000014776,201.23200000000008,0.3285999999995681,0.0023999999996249244,0.1660000000001105,0.00819999999990273,0.005400000000044258,0.1796000000000575,0.1395000000004032,0.002000000000279556,22,VIDEO_ANALYSIS,64
0.30860000000121346,203.19859999999946,0.17259999999996722,203.67980000000063,0.003600000000325565,0.0055999999997169425,0.006099999999342742,0.005999999999950489,0.19469999999977006,202.63800000000032,0.342400000000076,0.00219999999995224,0.17259999999996722,0.007899999999949614,0.006200000000511352,0.1585999999997867,0.13290000000054647,0.003000000000419334,23,VIDEO_ANALYSIS,64
0.30659999999915755,202.58799999999954,0.17720000000043257,203.07179999999912,0.0035000000000451337,0.0059000000005582365,0.006899999999809836,0.004699999999857596,0.18839999999986645,202.04979999999927,0.32660000000017675,0.00219999999995224,0.17720000000043257,0.008499999999855845,0.006899999999809836,0.15669999999978756,0.13259999999970518,0.0018999999999991246,24,VIDEO_ANALYSIS,64
0.30629999999920443,200.52340000000157,0.17190000000066874,201.00160000000145,0.0034000000006528808,0.006100000000230921,0.007100000000370699,0.005999999999950489,0.18489999999982132,199.96919999999994,0.34420000000068285,0.0024999999999053557,0.17190000000066874,0.007899999999949614,0.005899999999670058,0.15739999999997423,0.13349999999956452,0.001600000000046009,25,VIDEO_ANALYSIS,64
0.30519999999789604,198.11909999999864,0.17289999999992034,198.59719999999646,0.0035999999994373866,0.005299999999763827,0.006099999999342742,0.0045999999995771645,0.18910000000005311,197.5813000000004,0.3269999999995221,0.0021000000005599873,0.17289999999992034,0.007799999999669183,0.0055999999997169425,0.15789999999960003,0.13219999999947163,0.001699999999438262,26,VIDEO_ANALYSIS,64
0.30330000000056145,204.10489999999814,0.16679999999968942,204.5749999999984,0.0033999999997647024,0.0055999999997169425,0.007400000000323814,0.004699999999857596,0.19989999999925345,203.5505999999998,0.3311999999997539,0.002099999999671809,0.16679999999968942,0.009099999999762076,0.005200000000371574,0.15650000000011488,0.13079999999998648,0.0017000000003264404,27,VIDEO_ANALYSIS,64
0.29880000000037654,202.4121999999995,0.16670000000029717,202.87770000000017,0.003699999999717818,0.006500000000464468,0.006299999999903605,0.005899999999670058,0.20280000000028053,201.85440000000023,0.3300999999993337,0.0024999999999053557,0.16670000000029717,0.007899999999949614,0.005200000000371574,0.155200000000022,0.12860000000003424,0.0018999999999991246,28,VIDEO_ANALYSIS,64
0.30459999999976617,201.08449999999857,0.16960000000043607,201.55869999999877,0.0035000000000451337,0.005999999999950489,0.006799999999529405,0.004699999999857596,0.18180000000000973,200.55040000000002,0.32919999999947436,0.002099999999671809,0.16960000000043607,0.007899999999949614,0.005699999999997374,0.15739999999997423,0.1315999999995654,0.002000000000279556,29,VIDEO_ANALYSIS,64
