trial,task_type,task_size,use_bls,include_edge_processing,measure_local_task_processing,vehicle_ms,server_ms,ta_ms,total_ms,local_task_ms,server::derive_service_key,server::install_cross_domain_token,server::issue_service_challenge,server::verify_bls_access_request,server::verify_offload_packet,ta::generate_cross_domain_token,ta::issue_registration_shares,vehicle::build_offload_packet,vehicle::derive_service_key,vehicle::generate_bls_access_request,vehicle::request_registration,vehicle::respond_service_challenge
14,VIDEO_ANALYSIS,512,True,False,False,0.6970000000000587,1.68350000000006,0.025100000000000122,2.4056000000001188,,0.004000000000004,0.0004999999999588667,0.00960000000005401,1.661099999999971,0.008300000000072139,0.020400000000031504,0.004699999999968618,0.010599999999971743,0.006799999999973494,0.6617000000000983,0.01580000000001025,0.0021000000000048757
15,VIDEO_ANALYSIS,512,True,False,False,0.5826000000000997,1.587800000000028,0.031000000000003247,2.201400000000131,,0.003599999999992498,0.0011000000000871424,0.0032999999999283602,1.5771999999999453,0.0026000000000747647,0.02469999999998862,0.006300000000014627,0.007900000000060636,0.005399999999933236,0.5411000000000721,0.02650000000004038,0.0016999999999933735
16,VIDEO_ANALYSIS,512,True,False,False,0.5820000000001935,1.6159000000000034,0.02650000000004038,2.2244000000002373,,0.0035000000000451337,0.0004999999999588667,0.003599999999992498,1.6059999999999963,0.002300000000010627,0.021500000000007624,0.005000000000032756,0.008100000000066387,0.006000000000061512,0.5492000000000274,0.01709999999999212,0.001600000000046009
17,VIDEO_ANALYSIS,512,True,False,False,0.5690000000000417,1.579000000000108,0.03449999999993736,2.182500000000087,,0.0035000000000451337,0.0004999999999588667,0.012699999999976619,1.5601000000000642,0.0022000000000632625,0.02469999999998862,0.009799999999948739,0.007300000000043383,0.007300000000043383,0.5311999999999539,0.02159999999995499,0.001600000000046009
18,VIDEO_ANALYSIS,512,True,False,False,0.5418000000000367,1.5552999999999262,0.026199999999976242,2.123299999999939,,0.003599999999992498,0.0004999999999588667,0.003199999999980996,1.5458000000000416,0.00219999999995224,0.02089999999999037,0.005299999999985872,0.006900000000031881,0.005699999999997374,0.5114000000000507,0.015899999999957615,0.0018999999999991246
19,VIDEO_ANALYSIS,512,True,False,False,0.5397000000001428,1.4998999999998874,0.025199999999947487,2.0647999999999778,,0.0032999999999283602,0.00040000000001150227,0.003199999999980996,1.4900999999999387,0.0029000000000278803,0.020599999999926233,0.004600000000021254,0.006599999999967743,0.006400000000073014,0.5091999999999874,0.016000000000016,0.0015000000000986446
20,VIDEO_ANALYSIS,512,True,False,False,0.5514000000000907,1.604300000000003,0.02489999999999437,2.180600000000088,,0.004600000000021254,0.00040000000001150227,0.008599999999914232,1.5882000000000396,0.002500000000016378,0.01980000000001425,0.0050999999999801204,0.009900000000007125,0.01940000000000275,0.49640000000006346,0.02380000000001825,0.0018999999999991246
21,VIDEO_ANALYSIS,512,True,False,False,0.5371000000000681,1.4448999999999712,0.028299999999981118,2.0103000000000204,,0.003399999999986747,0.0009000000000813912,0.002700000000022129,1.4356999999999287,0.00219999999995224,0.022599999999983744,0.005699999999997374,0.006900000000031881,0.004600000000021254,0.5047000000000246,0.01940000000000275,0.0014999999999876223
22,VIDEO_ANALYSIS,512,True,False,False,0.4968999999998003,1.4151000000000025,0.02399999999991298,1.9359999999997157,,0.003199999999980996,0.0004999999999588667,0.002700000000022129,1.4066000000000356,0.0021000000000048757,0.019499999999950113,0.004499999999962867,0.0061999999999562405,0.0045999999999102315,0.46959999999995894,0.015100000000045632,0.0013999999999292356
23,VIDEO_ANALYSIS,512,True,False,False,0.502400000000014,1.4152999999998972,0.023300000000059384,1.9409999999999705,,0.003199999999980996,0.00039999999990047996,0.002699999999911107,1.407000000000047,0.0020000000000575113,0.01870000000003813,0.004600000000021254,0.0061999999999562405,0.004300000000068138,0.4761999999999267,0.014200000000075264,0.0014999999999876223
24,VIDEO_ANALYSIS,512,True,False,False,0.49749999999981753,1.4223999999999348,0.022999999999884224,1.9428999999996366,,0.003199999999980996,0.0004999999999588667,0.0025999999999637424,1.4098000000000166,0.006300000000014627,0.018699999999927108,0.004299999999957116,0.006099999999897854,0.004299999999957116,0.4715000000000691,0.014099999999905855,0.0014999999999876223
25,VIDEO_ANALYSIS,512,True,False,False,0.503200000000148,1.4161000000001422,0.023300000000059384,1.9426000000003496,,0.0033000000000393825,0.00040000000001150227,0.002800000000080516,1.407500000000006,0.0021000000000048757,0.019100000000049633,0.0042000000000097515,0.006000000000061512,0.004400000000015503,0.4771000000000081,0.014200000000075264,0.0014999999999876223
26,VIDEO_ANALYSIS,512,True,False,False,0.49630000000000507,1.4234000000000746,0.022599999999983744,1.9423000000000634,,0.003900000000056636,0.0004999999999588667,0.002700000000022129,1.414200000000032,0.0021000000000048757,0.018399999999973993,0.0042000000000097515,0.006100000000008876,0.004600000000021254,0.4701999999999762,0.013800000000063761,0.0015999999999349868
27,VIDEO_ANALYSIS,512,True,False,False,0.5875999999997994,1.5967999999999538,0.02340000000000675,2.20779999999976,,0.003900000000056636,0.00040000000001150227,0.006799999999973494,1.5832000000000068,0.0024999999999053557,0.019199999999996997,0.0042000000000097515,0.01109999999993061,0.023699999999959864,0.5368000000000039,0.014299999999911606,0.0016999999999933735
28,VIDEO_ANALYSIS,512,True,False,False,0.5407999999997859,1.4583999999999708,0.032000000000032,2.0311999999997887,,0.003199999999980996,0.0004999999999588667,0.003700000000050885,1.4488000000000278,0.00219999999995224,0.026599999999987745,0.005400000000044258,0.00839999999990848,0.00780000000000225,0.5033999999999317,0.019699999999955864,0.0014999999999876223
29,VIDEO_ANALYSIS,512,True,False,False,0.5145000000000843,1.4487999999998058,0.02449999999998287,1.987799999999873,,0.0033000000000393825,0.00039999999990047996,0.0029000000000278803,1.4400999999999442,0.0020999999998938534,0.020000000000020002,0.004499999999962867,0.007100000000037632,0.015399999999998748,0.47509999999995056,0.015500000000057135,0.001400000000040258
30,VIDEO_ANALYSIS,512,True,False,False,0.5060000000000064,1.466700000000043,0.023199999999889975,1.9958999999999394,,0.003199999999980996,0.00040000000001150227,0.003900000000056636,1.457099999999989,0.0021000000000048757,0.018699999999927108,0.004499999999962867,0.006500000000020378,0.007399999999990747,0.47560000000002045,0.01470000000003413,0.001799999999940738
